Wavelength(um),Intensity
4.539134783695923936e-01,3.466893116796000178e-25
4.540135033758440075e-01,3.544682638095999787e-25
4.541135283820955659e-01,3.373326167548000125e-25
4.542135533883471243e-01,3.557882852555000202e-25
4.543135783945986828e-01,3.415186205364000025e-25
4.544136034008502412e-01,3.449903258210000222e-25
4.545136284071017996e-01,3.521170020612999798e-25
4.546136534133533580e-01,3.354608094741999871e-25
4.547136784196049164e-01,3.537798968245000126e-25
4.548137034258564748e-01,3.392559851411999996e-25
4.549137284321080332e-01,3.433135337903000143e-25
4.550137534383595916e-01,3.497855944698999943e-25
4.551137784446112056e-01,3.336429855088999850e-25
4.552138034508627640e-01,3.517976743847999871e-25
4.553138284571143224e-01,3.370231035791999932e-25
4.554138534633658808e-01,3.416461543525000056e-25
4.555138784696174392e-01,3.474485656793999922e-25
4.556139034758689976e-01,3.318223469278000018e-25
4.557139284821205560e-01,3.498068005818000206e-25
4.558139534883721145e-01,3.348028494089000014e-25
4.559139784946236729e-01,3.399856876021999866e-25
4.560140035008752313e-01,3.451574936578999917e-25
4.561140285071267897e-01,3.300546285236999801e-25
4.562140535133783481e-01,3.478331926639000069e-25
4.563140785196299065e-01,3.326181465795999922e-25
4.564141035258815204e-01,3.383269798730000227e-25
4.565141285321330789e-01,3.428538596047000169e-25
4.566141535383846373e-01,3.282865022701999801e-25
4.567141785446361957e-01,3.458509888146999859e-25
4.568142035508877541e-01,3.304636561088999821e-25
4.569142285571393125e-01,3.366901966952999945e-25
4.570142535633908709e-01,3.405671396880999956e-25
4.571142785696424293e-01,3.265451801431999908e-25
4.572143035758939877e-01,3.438880799357999830e-25
4.573143285821455462e-01,3.283345464275999882e-25
4.574143535883971046e-01,3.350718190825000080e-25
4.575143785946487185e-01,3.383244034130000198e-25
4.576144036009002214e-01,3.248331822693000186e-25
4.577144286071518353e-01,3.419382188310999865e-25
4.578144536134033937e-01,3.262394132008000007e-25
